iter	Passed	Remaining
519	209	193
520	209	192
521	209	191
522	209	191
523	210	190
524	210	190
525	210	189
526	211	189
527	211	188
528	211	188
529	211	187
530	212	187
531	212	186
532	212	186
533	213	185
534	213	185
535	213	184
536	213	184
537	214	184
538	214	183
539	214	183
540	215	182
541	215	182
542	215	181
543	216	181
544	216	180
545	216	180
546	217	179
547	217	179
548	217	178
549	217	178
550	218	177
551	218	177
552	218	176
553	219	176
554	219	175
555	219	175
556	219	174
557	220	174
558	220	173
559	220	173
560	221	173
561	221	172
562	221	172
563	221	171
564	222	171
565	222	170
566	222	170
567	222	169
568	223	169
569	223	168
570	223	168
571	224	167
572	224	167
573	224	166
574	224	166
575	225	165
576	225	165
577	225	164
578	225	164
579	226	163
580	226	163
581	226	162
582	227	162
583	227	161
584	227	161
585	227	161
586	228	160
587	228	160
588	228	159
589	229	159
590	229	158
591	229	158
592	229	157
593	230	157
594	230	156
595	230	156
596	231	155
597	231	155
598	231	155
599	232	154
600	232	154
601	232	153
602	233	153
603	233	152
604	233	152
605	233	152
606	234	151
607	234	151
608	234	150
609	234	150
610	235	149
611	235	149
612	235	148
613	236	148
614	236	147
615	236	147
616	236	147
617	237	146
618	237	146
619	237	145
620	237	145
621	238	144
622	238	144
623	238	143
624	239	143
625	239	142
626	239	142
627	239	142
628	240	141
629	240	141
630	240	140
631	240	140
632	241	139
633	241	139
634	241	138
635	241	138
636	242	138
637	242	137
638	242	137
639	243	136
640	243	136
641	243	135
642	244	135
643	244	135
644	244	134
645	244	134
646	245	133
647	245	133
648	245	132
649	246	132
650	246	132
651	246	131
652	246	131
653	247	130
654	247	130
655	248	130
656	248	129
657	248	129
658	248	128
659	249	128
660	249	127
661	249	127
662	249	127
663	250	126
664	250	126
665	250	125
666	251	125
667	251	124
668	251	124
669	251	124
670	252	123
671	252	123
672	252	122
673	253	122
674	253	121
675	253	121
676	253	121
677	254	120
678	254	120
679	254	119
680	254	119
681	255	119
682	255	118
683	255	118
684	256	117
685	256	117
686	256	116
687	256	116
688	257	116
689	257	115
690	257	115
691	257	114
692	258	114
693	258	113
694	258	113
695	258	113
696	259	112
697	259	112
698	259	111
699	260	111
700	260	111
701	260	110
702	261	110
703	261	109
704	261	109
705	261	109
706	262	108
707	262	108
708	262	107
709	263	107
710	263	107
711	263	106
712	264	106
713	264	105
714	264	105
715	265	105
716	265	104
717	265	104
718	265	103
719	266	103
720	266	103
721	266	102
722	266	102
723	267	101
724	267	101
725	267	101
726	268	100
727	268	100
728	268	99
729	268	99
730	269	99
731	269	98
732	269	98
733	269	97
734	270	97
735	270	97
736	270	96
737	271	96
738	271	95
739	271	95
740	271	95
741	272	94
742	272	94
743	272	93
744	272	93
745	273	93
746	273	92
747	273	92
748	274	91
749	274	91
750	274	91
751	275	90
752	275	90
753	275	89
754	275	89
755	276	89
756	276	88
757	276	88
758	277	87
759	277	87
760	277	87
761	277	86
762	278	86
763	278	86
764	278	85
765	279	85
766	279	84
767	279	84
768	280	84
769	280	83
770	280	83
771	280	82
772	281	82
773	281	82
774	281	81
775	282	81
776	282	81
777	282	80
778	282	80
779	283	79
780	283	79
781	283	79
782	283	78
783	284	78
784	284	77
785	284	77
786	284	77
787	285	76
788	285	76
789	285	75
790	286	75
791	286	75
792	286	74
793	286	74
794	287	74
795	287	73
796	287	73
797	287	72
798	288	72
799	288	72
800	288	71
801	289	71
802	289	70
803	289	70
804	289	70
805	290	69
806	290	69
807	290	69
808	291	68
809	291	68
810	291	67
811	292	67
812	292	67
813	292	66
814	292	66
815	293	66
816	293	65
817	293	65
818	294	65
819	294	64
820	294	64
821	295	63
822	295	63
823	295	63
824	295	62
825	296	62
826	296	62
827	296	61
828	297	61
829	297	60
830	297	60
831	297	60
832	298	59
833	298	59
834	298	59
835	298	58
836	299	58
837	299	57
838	299	57
839	299	57
840	300	56
841	300	56
842	300	56
843	300	55
844	301	55
845	301	54
846	301	54
847	302	54
848	302	53
849	302	53
850	302	53
851	303	52
852	303	52
853	303	51
854	304	51
855	304	51
856	304	50
857	304	50
858	305	50
859	305	49
860	305	49
861	305	48
862	306	48
863	306	48
864	306	47
865	307	47
866	307	47
867	307	46
868	308	46
869	308	46
870	308	45
871	308	45
872	309	44
873	309	44
874	309	44
875	310	43
876	310	43
877	310	43
878	311	42
879	311	42
880	311	42
881	311	41
882	312	41
883	312	40
884	312	40
885	312	40
886	313	39
887	313	39
888	313	39
889	313	38
890	314	38
891	314	38
892	314	37
893	315	37
894	315	37
895	315	36
896	315	36
897	316	35
898	316	35
899	316	35
900	317	34
901	317	34
902	317	34
903	317	33
904	318	33
905	318	33
906	318	32
907	318	32
908	319	31
909	319	31
910	319	31
911	320	30
912	320	30
913	320	30
914	320	29
915	321	29
916	321	29
917	321	28
918	322	28
919	322	28
920	322	27
921	323	27
922	323	26
923	323	26
924	324	26
925	324	25
926	324	25
927	324	25
928	325	24
929	325	24
930	325	24
931	326	23
932	326	23
933	326	23
934	326	22
935	327	22
936	327	22
937	328	21
938	328	21
939	328	20
940	328	20
941	329	20
942	329	19
943	329	19
944	330	19
945	330	18
946	330	18
947	330	18
948	331	17
949	331	17
950	331	17
951	332	16
952	332	16
953	332	16
954	332	15
955	333	15
956	333	14
957	333	14
958	334	14
959	334	13
960	334	13
961	334	13
962	335	12
963	335	12
964	335	12
965	335	11
966	336	11
967	336	11
968	336	10
969	337	10
970	337	10
971	337	9
972	338	9
973	338	9
974	338	8
975	338	8
976	339	7
977	339	7
978	339	7
979	340	6
980	340	6
981	340	6
982	341	5
983	341	5
984	341	5
985	342	4
986	342	4
987	342	4
988	342	3
989	343	3
990	343	3
991	343	2
992	344	2
993	344	2
994	344	1
995	345	1
996	345	1
997	345	0
998	345	0
999	346	0
